year,name,value,gdp01,gdp02,gdp03
2013,北京,93213,161.83,4352.3,14986.43
2012,北京,87475,150.2,4059.27,13669.93
2011,北京,81658,136.27,3752.48,12363.18
2010,北京,75943,124.36,3388.38,10600.84
2009,北京,70452,118.29,2855.55,9179.19
2008,北京,63029,112.81,2693.15,7682.07
2007,北京,58204,101.26,2509.4,6742.66
2006,北京,50467,98.04,2191.43,5580.81
2005,北京,45443.6929,97.99,2026.51,4761.81
2004,北京,37058,102.9,1610.37,2570.04
2003,北京,32061,95.64,1311.86,2255.6
2002,北京,28449,98.05,1116.53,1998.13
2001,北京,25523,93.08,1030.6,1721.97
2000,北京,22459.6566,89.97,943.51,1445.28
1999,北京,19846.3013,87.48,840.23,1246.75
1998,北京,19118,86.56,786.85,1137.9
1997,北京,16735,84.85,738.56,986.68
1996,北京,14254,83.46,683.14,849.13
1995,北京,12690,72.16,645.81,789.72
1994,北京,10240,74.77,499.84,509.42
1993,北京,8006,53.14,419.56,413.51
1992,北京,6458,48.67,345.91,314.52
1991,北京,5494,45.52,291.53,261.84
1990,北京,4635,43.88,262.39,194.55
1989,北京,4269,38.53,252.23,165.2
1988,北京,3892,37.07,221.27,151.88
1987,北京,3150,24.31,182.59,119.92
1986,北京,2836,19.14,165.75,99.97
1985,北京,2643,17.81,153.66,85.65
1984,北京,2262,14.85,130.68,71.08
1983,北京,1943,12.85,112.65,57.63
1982,北京,1671,10.34,99.79,44.81
1981,北京,1526,6.61,92.52,40.02
1980,北京,1544,6.07,95.79,37.21
1979,北京,1358,5.17,85.18,29.76
1978,北京,1257,5.63,77.43,25.78
1977,北京,1189,5.17,67.26,26.66
1976,北京,1137,5.58,63.59,24.67
1975,北京,1115,6.04,60.5,24.71
1974,北京,990,5.6,56.38,18.21
1973,北京,914,6.03,50.45,16.55
1972,北京,853,5.37,47.01,14.81
1971,北京,787,6.28,41.91,12.95
1970,北京,824,6.48,45.06,11.83
1969,北京,654,4.71,33.6,12.32
1968,北京,484,5.48,22.13,10.21
1967,北京,488,5.3,22.37,10.19
1966,北京,575,5.24,28.41,10.76
1965,北京,516,4.96,23.5,11.33
1964,北京,476,4.83,20.96,10.2
1963,北京,431,4.12,18.23,9.37
1962,北京,410,3.74,16.3,9.55
1961,北京,503,3.74,20.42,12.39
1960,北京,812,4.01,37.03,16.43
1959,北京,703,3.96,28.69,13.63
1958,北京,552,3.93,20.35,10.24
1957,北京,539,3.49,15.68,13.64
1956,北京,465,3.32,11.39,12.12
1955,北京,436,3.44,10.07,10.37
1954,北京,405,3.01,9.31,8.81
1953,北京,394,3.37,7.85,8.06
1952,北京,170,1.75,3.05,3.08
2013,天津,99607,188.45,7276.68,6905.03
2012,天津,93173,171.6,6663.82,6058.46
2011,天津,85213,159.72,5928.32,5219.24
2010,天津,72994,145.58,4840.23,4238.65
2009,天津,62574,128.85,3987.84,3405.16
2008,天津,55473,122.58,3821.07,2410.73
2007,天津,46122,110.19,2892.53,2047.68
2006,天津,41163,118.23,2488.29,1752.63
2005,天津,35783.1885,112.38,2051.17,1534.07
2004,天津,31550,102.29,1560.16,1269.43
2003,天津,26532.0369,89.66,1245.29,1112.71
2002,天津,22380,84,1001.9,965.26
2001,天津,20154.4359,78.55,904.64,856.91
2000,天津,17993.195,73.54,820.17,745.65
1999,天津,15976.334,71.01,711.93,667.12
1998,天津,14243,74.03,660,602.35
1997,天津,13796,74.55,643.88,521.97
1996,天津,11734,70.53,584.43,447.44
1995,天津,9769,60.8,518.55,352.62
1994,天津,7751,46.53,404.08,274.53
1993,天津,5800,35.4,308.4,195.14
1992,天津,4481,30.26,233.41,147.37
1991,天津,3777,29.26,196.6,116.79
1990,天津,3487,27.32,181.38,102.25
1989,天津,3261,26.85,177.54,79.1
1988,天津,3035,26.21,160.96,72.54
1987,天津,2621,19.63,138.02,62.47
1986,天津,2352,16.51,123.33,54.9
1985,天津,2169,12.95,114.92,47.91
1984,天津,1853,11.13,96.47,39.93
1983,天津,1555,7.6,84.47,31.35
1982,天津,1469,7,79.86,27.25
1981,天津,1458,5.18,76.97,25.81
1980,天津,1357,6.53,72.56,24.44
1979,天津,1241,6.54,64.82,21.65
1978,天津,1133,5.03,57.53,20.09
1977,天津,961,3.56,46.97,17.2
1976,天津,928,4.01,45.57,15.67
1975,天津,1011,4.37,50.29,15.07
1974,天津,977,4.79,46.81,15.09
1973,天津,893,3.92,42.51,13.9
1972,天津,849,3.46,40.53,12.38
1971,天津,843,3.89,39.52,11.71
1970,天津,791,3.8,35.8,11.39
1969,天津,661,3.46,29.03,10.38
1968,天津,535,3.6,21.26,9.91
1967,天津,524,3.5,20.93,9.19
1966,天津,618,2.69,26.87,9.75
1965,天津,571,3.91,22.96,9.09
1964,天津,494,2.3,20.08,8.21
1963,天津,442,2.27,16.2,8.18
1962,天津,414,2.12,14.08,8.05
1961,天津,489,2.52,16.56,9.33
1960,天津,746,2.65,29.65,10.36
1959,天津,744,2.8,29.1,9.35
1958,天津,607,2.28,22.21,8
1957,天津,468,2.49,13.28,8.34
1956,天津,419,2.26,10.83,7.61
1955,天津,357,2.35,9.16,5.61
1954,天津,364,1.79,8.93,6.26
1953,天津,393,1.76,8.49,7.33
1952,天津,299,1.85,6.31,4.64
2013,河北,38716,3500.42,14762.1,10038.89
2012,河北,36584,3186.66,14003.57,9384.78
2011,河北,33969,2905.73,13126.86,8483.17
2010,河北,28668,2562.81,10707.68,7123.77
2009,河北,24581,2207.34,8959.83,6068.31
2008,河北,23239,2034.6,8777.42,5376.59
2007,河北,19877,1804.72,7241.8,4662.98
2006,河北,16962,1606.48,6115.01,3938.94
2005,河北,14782.2597,1503.07,5232.5,3360.54
2004,河北,12918,1370.4,4635.23,2763.16
2003,河北,10513.239,1064.33,3657.19,2377.04
2002,河北,9115,957.01,3046,2119.52
2001,河北,8362,913.9,2767.41,1896.47
2000,河北,7662.7577,824.55,2559.96,1704.45
1999,河北,6931.9637,805.97,2243.59,1519.63
1998,河北,6501,790.6,2084.33,1381.08
1997,河北,6079,761.76,1934.38,1257.64
1996,河北,5345,700.94,1664.61,1087.42
1995,河北,4444,631.34,1322.77,895.41
1994,河北,3439,451.91,1053.12,682.46
1993,河北,2682,301.68,847.92,541.24
1992,河北,2040,257.08,573.15,448.27
1991,河北,1727,236.89,459.91,375.27
1990,河北,1465,227.89,387.52,280.92
1989,河北,1409,196.35,374.92,251.56
1988,河北,1219,162.31,323.4,215.62
1987,河北,921,137.66,255.97,128.29
1986,河北,782,123.45,207.28,105.92
1985,河北,719,120.34,184.26,92.15
1984,河北,609,111.46,145.84,74.92
1983,河北,526,102.1,114.89,66.22
1982,河北,474,85.59,107.83,58.03
1981,河北,427,71.03,103.15,48.36
1980,河北,427,68.09,105.88,45.27
1979,河北,400,61.11,101.76,40.35
1978,河北,364,52.2,92.38,38.48
1977,河北,318,48.42,78.74,31.02
1976,河北,272,45.86,63,25.09
1975,河北,272,50.66,57.19,24.94
1974,河北,251,45.62,50.24,25.53
1973,河北,236,43.16,45.46,23.95
1972,河北,220,38.35,41.91,22.74
1971,河北,234,44.06,41.87,21.67
1970,河北,232,46.41,36.91,20.93
1969,河北,210,44.11,29.47,18.58
1968,河北,185,40.35,23.01,16.07
1967,河北,185,40.06,21.19,16.86
1966,河北,194,40.12,22.42,17.7
1965,河北,180,37.2,19.99,15.53
1964,河北,143,27.15,16.89,12.64
1963,河北,114,19.84,13.29,11.7
1962,河北,127,24.07,12.66,12
1961,河北,145,23.99,15.84,15.04
1960,河北,194,23.43,30.88,19.13
1959,河北,197,27,28.26,18.95
1958,河北,172,27.89,19.51,16.21
1957,河北,144,26.11,12.59,13.6
1956,河北,140,25.01,12.13,12.69
1955,河北,141,28.18,9.96,11.06
1954,河北,134,25.38,9.14,10.79
1953,河北,128,24.1,8.38,10
1952,河北,125,25.23,7.61,7.65
2013,山西,34813,773.81,6792.68,5035.75
2012,山西,33628,698.32,6731.56,4682.95
2011,山西,31357,641.42,6635.26,3960.87
2010,山西,26283,554.48,5234,3412.38
2009,山西,21522,477.59,3993.8,2886.92
2008,山西,20398,302.48,4265.77,2370.48
2007,山西,16945,269.68,3438.58,2025.09
2006,山西,14123,276.77,2748.33,1727.44
2005,山西,12495,262.42,2353.16,1563.94
2004,山西,9150,253.37,1810.08,978.96
2003,山西,7435,215.19,1389.33,852.07
2002,山西,6146,197.8,1083.79,735.95
2001,山西,5460,171.09,917.98,690.9
2000,山西,5137.0507,179.86,827.59,636.36
1999,山西,4726.5302,159.96,760.72,586.1
1998,山西,5104,207.26,856.13,537.72
1997,山西,4736,191.84,789.45,498.84
1996,山西,4177,198.29,670.41,436.8
1995,山西,3515,168.69,494.45,412.89
1994,山西,2729,123.85,440.81,289.11
1993,山西,2271,97.27,335.03,248.11
1992,山西,1862,82.94,270.28,197.9
1991,山西,1592,68.77,236.28,163.46
1990,山西,1528,80.81,210.07,138.39
1989,山西,1367,63.75,188.75,123.76
1988,山西,1168,48.54,163.29,104.86
1987,山西,962,39.06,137.97,80.19
1986,山西,890,37.9,128.25,68.96
1985,山西,838,42.26,120.06,56.67
1984,山西,756,46.25,103.12,48.06
1983,山西,604,37.79,82.55,34.72
1982,山西,551,37.33,70.25,31.64
1981,山西,488,31.13,64.45,26.13
1980,山西,442,20.63,63.51,24.62
1979,山西,437,22.65,62.73,21.05
1978,山西,365,18.2,51.47,18.32
1977,山西,315,19,39.6,16.7
1976,山西,274,19.1,31.3,14.2
1975,山西,301,20.8,34.7,14.3
1974,山西,283,19.2,30.9,14.3
1973,山西,296,18.7,33.3,14.2
1972,山西,282,15.7,32.2,13.7
1971,山西,290,18.2,30.7,13.1
1970,山西,277,15.2,30.3,12.2
1969,山西,224,15.7,19.7,10
1968,山西,187,13.7,14.2,8.9
1967,山西,233,14.3,20.7,9.8
1966,山西,263,14.2,24.3,11.1
1965,山西,238,12.7,20.5,10.7
1964,山西,213,13.1,15.6,9.7
1963,山西,191,11.5,13.2,9
1962,山西,188,11.1,12.2,9.1
1961,山西,200,10.4,13.5,10.2
1960,山西,298,8.9,28.6,12.7
1959,山西,294,12.4,23,12.9
1958,山西,246,13.7,14.7,11.2
1957,山西,186,11.5,9.4,8.2
1956,山西,186,13.6,7.3,7.5
1955,山西,160,12.1,5.8,6
1954,山西,151,11.5,4.8,5.6
1953,山西,141,11.1,3.5,5.3
1952,山西,116,9.4,2.7,3.9
2013,内蒙古,67498,1599.41,9084.19,6148.78
2012,内蒙古,63886,1448.58,8801.5,5630.5
2011,内蒙古,57974,1306.3,8037.69,5015.89
2010,内蒙古,47347,1095.28,6367.69,4209.02
2009,内蒙古,40282,929.6,5114,3696.65
2008,内蒙古,32214,906.98,4271.03,2583.79
2007,内蒙古,25393,762.1,3154.56,2174.46
2006,内蒙古,20053,649.62,2327.44,1814.42
2005,内蒙古,16330.8187,589.56,1773.21,1532.78
2004,内蒙古,11305,506.07,1332.4728,873.5345
2003,内蒙古,8974.6459,420.0993,973.9356,756.38
2002,内蒙古,7241,374.69,728.34,631.28
2001,内蒙古,6462.5219,358.89,626.47,560.43
2000,内蒙古,5871.7938,350.8,556.28,493.93
1999,内蒙古,5350.1519,342.91,515.46,409.83
1998,内蒙古,5406,341.62,479.53,371.14
1997,内蒙古,4691,322.52,445.5,326.5
1996,内蒙古,4457,312.82,387.29,284.67
1995,内蒙古,3772,260.18,308.78,288.1
1994,内蒙古,3094,208.53,261.79,211.6
1993,内蒙古,2423,149.96,203.46,184.39
1992,内蒙古,1906,126.86,152.56,142.26
1991,内蒙古,1642,117.19,124.03,118.44
1990,内蒙古,1478,112.57,102.43,104.31
1989,内蒙古,1377,89.08,98.96,104.65
1988,内蒙古,1291,90.2,85.72,94.89
1987,内蒙古,1025,62.21,70.42,79.64
1986,内蒙古,888,54.64,61.55,65.39
1985,内蒙古,809,53.54,56.95,53.34
1984,内蒙古,640,42.98,47.74,37.48
1983,内蒙古,535,35.9,41.98,28
1982,内蒙古,480,33.32,37.21,22.69
1981,内蒙古,407,27.14,32.04,18.73
1980,内蒙古,361,18.03,32.26,18.11
1979,内蒙古,343,21.03,28.37,14.74
1978,内蒙古,317,18.96,26.37,12.71
1977,内蒙古,287,18.91,21.6,11.14
1976,内蒙古,272,18.51,18.77,10.81
1975,内蒙古,280,18.15,20.02,10.38
1974,内蒙古,256,15.97,17.3,9.99
1973,内蒙古,269,16.22,18.14,9.71
1972,内蒙古,247,14.56,15.54,9.26
1971,内蒙古,271,16.82,15.99,8.8
1970,内蒙古,263,17.69,12.94,8.54
1969,内蒙古,227,14.78,10.52,7.6
1968,内蒙古,235,14.87,10.54,7.55
1967,内蒙古,233,13.87,10.43,7.5
1966,内蒙古,289,17.12,13.01,8.19
1965,内蒙古,275,15.21,12.08,8.12
1964,内蒙古,262,14.04,11.43,7.08
1963,内蒙古,243,12.71,9.9,6.41
1962,内蒙古,215,12.75,6.56,5.81
1961,内蒙古,215,11.4,7.25,6.6
1960,内蒙古,325,11.8,17.11,7.65
1959,内蒙古,349,14.75,13.41,7.6
1958,内蒙古,292,12.55,9.65,5.9
1957,内蒙古,232,11.29,5.05,4.93
1956,内蒙古,283,14.11,5.43,5.06
1955,内蒙古,213,10.25,3.53,3.71
1954,内蒙古,249,12.37,3.65,3.44
1953,内蒙古,211,10.44,2.25,2.88
1952,内蒙古,173,8.64,1.37,2.15
2013,辽宁,61685.9,2321.63,14269.46,10486.56
2012,辽宁,56649,2155.82,13230.49,9460.12
2011,辽宁,50760,1915.57,12152.15,8158.98
2010,辽宁,42355,1631.08,9976.82,6849.37
2009,辽宁,35239,1414.9,7906.34,5891.25
2008,辽宁,31259,1302,7512.11,4647.46
2007,辽宁,25729,1133.4,5853.1,4036.99
2006,辽宁,21788,976.37,4729.5,3545.28
2005,辽宁,18983.2013,882.41,3953.28,3173.32
2004,辽宁,16297,769.8962,3278.8848,2823.8711
2003,辽宁,14257.8147,615.8,2898.89,2487.85
2002,辽宁,12986,590.2,2609.85,2258.17
2001,辽宁,12040.8612,544.44,2440.55,2048.09
2000,辽宁,11226.4006,503.44,2344.4,1821.22
1999,辽宁,10086.2911,520.8,2001.48,1649.41
1998,辽宁,9415,531.46,1855.22,1495.05
1997,辽宁,8525,485.38,1743.87,1260.81
1996,辽宁,7730,474.09,1537.68,1145.92
1995,辽宁,6880,392.2,1390,1011.2
1994,辽宁,6103,318.95,1259.05,883.78
1993,辽宁,5015,260.8,1039.3,710.8
1992,辽宁,3693,194.6,741.9,536.5
1991,辽宁,3027,180.8,590.1,429.2
1990,辽宁,2698,168.6,540.8,353.3
1989,辽宁,2574,141.9,545.1,316.9
1988,辽宁,2285,141.9,492.5,246.6
1987,辽宁,1917,109.5,417,192.6
1986,辽宁,1633,92.8,357.8,154.6
1985,辽宁,1413,74.9,328.1,115.6
1984,辽宁,1203,80.4,268.2,89.6
1983,辽宁,1012,72.2,219.7,72.1
1982,辽宁,884,54.7,199.7,60.7
1981,辽宁,823,49.1,187.5,51.9
1980,辽宁,811,46.1,192.3,42.6
1979,辽宁,717,40.7,166.36,37.9
1978,辽宁,680,32.4,162.9,33.9
1977,辽宁,612,34.33,138.74,30.7
1976,辽宁,619,34.7,140.28,29.01
1975,辽宁,607,36,132.69,29.82
1974,辽宁,572,33.1,123.79,28.25
1973,辽宁,538,31.4,113.6,26.98
1972,辽宁,489,24.5,103.55,25.91
1971,辽宁,478,26.3,97.57,24.73
1970,辽宁,447,28.5,85.31,23.01
1969,辽宁,378,22.1,70.07,21.61
1968,辽宁,295,23.5,45.05,18.34
1967,辽宁,323,22.6,51.65,19.1
1966,辽宁,397,22.6,69.47,20.54
1965,辽宁,372,20.2,62.6,20.35
1964,辽宁,324,18,50.5,18.71
1963,辽宁,293,16.8,42.05,17.23
1962,辽宁,292,15.8,41.02,17.24
1961,辽宁,299,14.8,41.6,19.46
1960,辽宁,625,14.73,119.36,24.05
1959,辽宁,553,18.4,95.21,23.08
1958,辽宁,437,16.2,70.82,18.62
1957,辽宁,335,16,46.62,16.07
1956,辽宁,319,16.6,39.47,15.97
1955,辽宁,272,14.6,32.18,12.59
1954,辽宁,272,14,29.33,13.57
1953,辽宁,266,12.3,26.14,14.41
1952,辽宁,218,12,20,9.38
2013,吉林,47191,1509.34,6858.23,4613.89
2012,吉林,43415,1412.11,6376.77,4150.36
2011,吉林,38460,1277.44,5611.48,3679.91
2010,吉林,31599,1050.15,4506.31,3111.12
2009,吉林,26595,980.57,3541.92,2756.26
2008,吉林,23514,916.7,3064.63,2442.73
2007,吉林,19383,783.8,2475.45,2025.44
2006,吉林,15720,672.76,1915.29,1687.07
2005,吉林,13348,625.61,1580.83,1413.83
2004,吉林,10932,560.96,1379.31,1017.94
2003,吉林,9338,486.9,1143.39,892.33
2002,吉林,8334,446.17,978.37,821.58
2001,吉林,7640.0119,409.1,880.84,742.54
2000,吉林,6847.4027,398.73,800.28,622.18
1999,吉林,6340.8317,423.48,671.74,574.34
1998,吉林,5983,429.5,597.29,530.99
1997,吉林,5504,368.16,575.43,503.32
1996,吉林,5178,376.01,543.17,417.98
1995,吉林,4402,303.99,475.22,358.02
1994,吉林,3657,259.4,398.83,278.55
1993,吉林,2826,156.05,351.03,211.5
1992,吉林,2246,130.82,257.01,170.23
1991,吉林,1878,120.47,203.02,139.98
1990,吉林,1746,124.99,182.15,118.14
1989,吉林,1636,80.53,181.02,130.1
1988,吉林,1559,92.59,173.57,102.51
1987,吉林,1269,80.57,139.36,77.56
1986,吉林,977,64.35,104.3,58.5
1985,吉林,868,55.74,97.21,47.49
1984,吉林,760,60.04,80.46,33.89
1983,吉林,658,56.74,65.38,28.02
1982,吉林,538,38.4,60.36,22.91
1981,吉林,496,34.31,56.53,20.32
1980,吉林,445,27.24,52.24,19.11
1979,吉林,417,25.34,49.22,16.56
1978,吉林,381,23.98,42.96,15.04
1977,吉林,343,19.76,39.2,13.95
1976,吉林,321,16.81,37.47,13.04
1975,吉林,350,21.24,38.49,12.58
1974,吉林,319,22.11,30.88,12.12
1973,吉林,316,21.28,30.27,11.78
1972,吉林,286,15.53,29.26,11.23
1971,吉林,319,19.56,29.86,11.48
1970,吉林,303,18.73,26.57,10.77
1969,吉林,250,14.3,21.12,9.76
1968,吉林,240,17.16,16.16,9.17
1967,吉林,257,17.66,17.48,9.11
1966,吉林,277,16.26,20.96,9.45
1965,吉林,262,13.19,20.68,9.06
1964,吉林,246,11.72,17.95,8.78
1963,吉林,235,11.68,15.67,8.59
1962,吉林,210,9.92,12.89,8.54
1961,吉林,213,10.34,13.22,8.33
1960,吉林,289,8.26,24.64,8.93
1959,吉林,280,9.91,19.67,7.57
1958,吉林,243,9.3,15,6.88
1957,吉林,202,8.81,10.08,6.33
1956,吉林,200,10.56,8.2,5.82
1955,吉林,177,9.87,6.48,4.78
1954,吉林,176,9.1,6.96,4.37
1953,吉林,166,8.94,6,4.03
1952,吉林,153,9.19,4.54,2.82
2013,黑龙江,37509.27,2516.79,5918.22,5947.92
2012,黑龙江,35711,2113.66,6037.61,5540.31
2011,黑龙江,32819,1701.5,6330.53,4549.97
2010,黑龙江,27076,1302.9,5204.11,3861.59
2009,黑龙江,22447,1154.33,4060.72,3371.95
2008,黑龙江,21727,1089.1,4365.9,2855
2007,黑龙江,18478,915.38,3695.58,2454.04
2006,黑龙江,16195,737.59,3365.31,2086
2005,黑龙江,14434.0561,684.6,2971.68,1855.22
2004,黑龙江,13897,587.7563,3155.3325,1559.9154
2003,黑龙江,11615.1,500.8,2532.45,1396.75
2002,黑龙江,10184,447,2169.15,1266.01
2001,黑龙江,9348.9105,409.3,1998.74,1152.96
2000,黑龙江,8561.6528,357,1868.55,1027.45
1999,黑龙江,7660.0397,377.23,1587.76,932.42
1998,黑龙江,7375,463.05,1506.76,863.03
1997,黑龙江,7243,484.81,1449.25,774.4
1996,黑龙江,6382,465.82,1280.95,655.81
1995,黑龙江,5402,371.2,1048.6,571.6
1994,黑龙江,4390,316.32,852.97,449.34
1993,黑龙江,3306,198.41,649.7,350.24
1992,黑龙江,2672,167,493.1,299.6
1991,黑龙江,2310,148.3,413.3,260.7
1990,黑龙江,2028,160.3,362.7,192.2
1989,黑龙江,1808,93.9,345.5,191.2
1988,黑龙江,1602,94.25,295.7,162.05
1987,黑龙江,1335,90.7,261.6,102.3
1986,黑龙江,1189,92.7,212.6,95.5
1985,黑龙江,1062,77.05,205.1,72.85
1984,黑龙江,959,86,175,57.3
1983,黑龙江,841,78.9,150.7,47.3
1982,黑龙江,762,63.75,140.77,43.9
1981,黑龙江,709,57.8,132.4,38.1
